Id,preco,fold,previsao_correspondencia,catboost_alpha_1.00,catboost_alpha_1.50
5431,1000000.0,3,,809673.4952112986,805761.8197984144
5432,580000.0,2,580000.0,438717.9584414689,416770.7697016685
5433,665000.0,1,590000.0,724426.0945960165,702326.0979373141
5434,1200000.0,4,,1388137.2826700946,1320913.8327881661
5435,550000.0,2,590000.0,606045.9249638732,603016.1575846535
5436,330000.0,2,,340746.1296193569,321647.95106888266
5437,650000.0,2,,556937.891363269,548295.3672354559
5438,2100000.0,5,,2023301.2180571936,1862429.9461926867
5439,1169800.0,4,,1044554.3234352887,915322.3085359684
5440,1000000.0,4,,984661.1689606222,944488.6708158323
5441,610000.0,2,,773118.197681581,758100.2319557529
5442,390000.0,5,353000.0,437033.8471285119,437183.0477511219
5443,160000.0,1,165000.0,162074.06561736236,160110.49285093363
5444,1450000.0,1,,1372597.2204375332,1378362.0719188463
5445,299000.0,2,280000.0,254631.55489227994,251057.85301478163
5446,3000000.0,5,3159500.0,2282986.5722626396,2027948.1184475517
5447,250000.0,5,,307947.3421447901,302461.2971382738
5448,1590000.0,5,,1072370.8067665673,984664.4513165738
5449,285000.0,1,,302224.08789195487,304323.2660185134
5450,360000.0,5,380000.0,358613.80111275526,350696.14512441686
5451,750000.0,4,890000.0,664658.2493793276,614942.7781775548
5452,290000.0,5,410000.0,396646.698886614,393911.9411003138
5453,435000.0,4,,293597.96928610257,286269.09358220245
5454,2200000.0,4,2500000.0,2416981.0998508427,2191833.5294070435
5455,600000.0,2,620000.0,601760.9195512142,590949.3578108707
5456,400000.0,2,,468036.11663519935,470881.2445103593
5457,600000.0,1,,515708.99964663724,495499.1341282687
5458,1800000.0,1,,1150584.0675023664,1107990.4490043507
5459,487000.0,5,,313081.79317418067,306857.97063455736
5460,270000.0,2,370000.0,361182.8182811392,357823.15866692783
5461,280000.0,2,320000.0,278385.11664472864,267112.9732402918
5462,790000.0,2,,735455.3850749482,772576.9100525769
5463,690000.0,5,664999.5,750302.5635319113,747934.2507635292
5464,1400000.0,4,1300000.0,1370508.1883051943,1335740.5591176318
5465,220000.0,4,,220512.20199272886,229458.4289007103
5466,900000.0,4,,792823.9985701854,781272.2049335812
5467,900000.0,5,950000.0,959151.8437199176,942163.6605844912
5468,1000000.0,3,,552839.9249020347,451369.2466568323
5469,330000.0,1,360000.0,405025.38758478494,390727.0649288839
5470,800000.0,1,,722846.4642999076,720988.7912520458
5471,580000.0,2,,642712.3530444656,644161.303750687
5472,230000.0,1,,234571.0452141893,231624.31379914534
5473,800000.0,1,,678703.348655191,653784.2935342874
5474,399000.0,5,389500.0,328246.00863986416,316093.39178585773
5475,293910.0,4,,307520.9131087259,306051.3920759902
5476,515000.0,5,510000.0,411981.11986505304,407303.1889432869
5477,595000.0,3,500000.0,373528.1984823343,368146.7161906769
5478,530000.0,4,585000.0,541990.3161153112,530004.2768839701
5479,850000.0,3,850000.0,1023041.0676919961,960854.4038122625
5480,2750000.0,3,2550000.0,1572603.761945339,1505638.9873298178
5481,247500.0,2,,230250.71396623246,221525.88722952627
5482,375000.0,4,,231874.19037906424,223377.8072499129
5483,370000.0,5,340000.0,264511.2568050022,264555.24085339287
5484,520000.0,4,270000.0,505102.79684849625,476072.4292938058
5485,550000.0,1,,522881.7555815599,518590.7534931862
5486,545000.0,3,,864768.1785219007,735607.2288380689
5487,640000.0,1,640000.0,711468.8841965178,689688.8995229101
5488,1800000.0,5,,1686049.88952702,1505355.213283937
5489,350000.0,1,387500.0,454661.11591623235,439167.52769778913
5490,950000.0,4,1019500.0,915194.3822797218,875204.6532680771
5491,490000.0,1,360000.0,345143.0880018395,343227.99891652155
5492,1700000.0,5,1295000.0,1321201.7575268047,1341118.937068701
5493,400000.0,1,,350617.77535820653,350859.85538820596
5494,360000.0,1,,310303.8536188519,319643.05077863234
5495,3790000.0,5,3540000.0,3266984.3385025356,2844038.9331119363
5496,350000.0,2,,303704.0617429464,302983.2168625244
5497,400000.0,4,,439688.0165207385,435230.55347810313
5498,1380000.0,3,,802440.3464514938,737274.3930736963
5499,930000.0,1,1145329.0,1123233.1385452114,1043009.2728715023
5500,450000.0,5,400000.0,425366.0376237716,413934.5454819927
5501,1500000.0,2,,1112959.6818564024,1086425.5049988339
5502,690000.0,3,,407155.04781062965,395796.58500013483
5503,385200.0,2,330000.0,380917.00720072555,381576.38401327597
5504,340000.0,4,385000.0,345497.61997864477,336250.76575586584
5505,979900.0,4,,1240154.5318654196,1291322.4301461615
5506,1600000.0,4,750000.0,632568.7671539588,599474.8161845928
5507,610000.0,4,500000.0,541860.8268293197,523018.51055780944
5508,560000.0,5,500000.0,571967.7547919317,575395.677147562
5509,420000.0,4,353500.0,356311.6017873022,357422.3540808206
5510,570000.0,3,,567387.3187897751,555732.2796260937
5511,550000.0,2,,710403.633445737,663655.1556251161
5512,250000.0,5,,228236.75399228875,231308.206553362
5513,219000.0,3,270000.0,281966.08436564595,281121.8844113483
5514,2600000.0,5,,1785994.6516871108,1653838.1565995787
5515,570000.0,2,,547029.2733878786,531999.095543562
5516,210000.0,5,,174783.66564830922,177158.24239483866
5517,475000.0,4,353500.0,356311.6017873022,357422.3540808206
5518,585000.0,3,530000.0,539048.6467526773,534697.0539223489
5519,350000.0,5,,333347.03957694373,320932.70512795437
5520,749990.0,4,,670546.3461681847,682437.9311852836
5521,422000.0,1,380000.0,386263.39819600584,389751.03388384124
5522,290000.0,3,,281529.6640875531,275445.76350396225
5523,430000.0,4,554000.0,408067.34018517856,397069.9443055228
5524,919900.0,5,,1201143.261592669,1173304.436240714
5525,590000.0,2,,1460138.2527025118,1254496.9826804772
5526,450000.0,2,549000.0,530360.8840823971,516627.3440077068
5527,330000.0,2,320000.0,321009.669131624,310184.382326
5528,630000.0,1,335000.0,432341.24433330254,428434.8869973528
5529,550000.0,4,,548228.3799740351,535865.5492238202
5530,400000.0,1,550000.0,481914.703731336,472435.62313429563
5531,420000.0,1,,343925.45018951123,329562.85618921707
5532,365000.0,5,,382146.53289882845,369638.00827322697
5533,210000.0,4,,298525.95752313867,292803.4761625274
5534,875735.0,1,,921385.1759113776,907150.8912120141
5535,450000.0,4,585000.0,548622.9241566152,536368.641721679
5536,285000.0,3,,326031.7173825068,317411.8304538237
5537,1500000.0,4,,1464426.5315483077,1215551.7563429
5538,990000.0,1,1200000.0,1262388.267824794,1233338.9386608796
5539,1850000.0,3,2100000.0,1251969.922402959,1186611.2200371977
5540,558000.0,2,,461463.04182066163,471145.34432992624
5541,480000.0,2,425000.0,505335.8126912058,499870.4907743947
5542,205000.0,1,,246579.51409665815,249439.18146374362
5543,430000.0,2,450000.0,377590.03427162993,378524.7928300895
5544,400000.0,1,,349895.5937690656,341982.466742398
5545,450000.0,4,,424466.4517206171,417801.15084092744
5546,279000.0,3,,173171.83079924373,168789.28256927757
5547,3800000.0,5,,3030303.8065952533,2687738.0317784217
5548,290000.0,5,,403602.7726961126,388545.0583542588
5549,650000.0,4,,704396.0040707662,679669.805120487
5550,325000.0,3,,268711.6916316979,263780.9390151253
5551,410000.0,2,,441574.10326131206,444167.5812341167
5552,690000.0,3,,699098.8695453812,691779.257759548
5553,348000.0,1,,353537.16444204253,343155.0375434671
5554,1450000.0,5,1175000.0,1177988.7382396199,1162048.2296670377
5555,460000.0,3,,416687.6681850978,402474.8914107913
5556,450000.0,2,,417286.73668461817,415074.34123031585
5557,1300000.0,3,,925979.1137811638,916334.0105717676
5558,430000.0,5,,373139.63093292,367227.27046672493
5559,215000.0,3,,186656.71968569935,203968.52133360977
5560,700000.0,1,550000.0,481914.703731336,472435.62313429563
5561,650000.0,2,,659994.3347340662,659674.5209512273
5562,370000.0,4,,317048.3137713268,305555.8227224535
5563,1270000.0,5,1200000.0,968165.54009965,915261.6621237935
5564,2300000.0,1,2100000.0,1790958.3362970285,1489556.3015836307
5565,350000.0,1,,335683.9140630662,328194.3878833734
5566,220000.0,3,,208342.6496320586,211489.09224612528
5567,550000.0,3,,390943.928608742,372037.45179859776
5568,525000.0,4,500000.0,445675.7271549152,421352.7389316004
5569,530000.0,4,635000.0,621030.024703703,618681.5106917635
5570,600000.0,1,600000.0,532968.4393426174,521942.2915270676
5571,550000.0,1,,537618.7868545678,525534.0228423679
5572,580000.0,4,625000.0,587643.8165136141,577112.0012436324
5573,1200000.0,4,,1110015.811897504,1055326.7379268869
5574,650000.0,4,,531821.3748827062,486948.1140719634
5575,680000.0,1,,722216.3955788948,701177.368954301
5576,500000.0,3,510400.0,488145.35914311296,484616.7286811788
5577,720000.0,4,465000.0,531467.2303734414,516298.6670029657
5578,550000.0,3,,784537.4395424252,801023.7235936115
5579,310000.0,5,,295224.3687896032,291068.1628632674
5580,380000.0,4,422000.0,368639.1861220356,359601.05143636244
5581,450000.0,5,430000.0,497589.99958130217,485537.84956303233
5582,1250000.0,3,1250000.0,1221306.7891893364,1138299.4896921539
5583,349000.0,5,360000.0,379656.65519909654,382969.9482256475
5584,380000.0,5,512500.0,551822.8635925989,548505.5750327593
5585,310000.0,3,,328982.5868179175,329795.3890376144
5586,650000.0,5,,729877.7680844376,696170.7665657973
5587,750000.0,4,,1086244.933344817,1082831.8387500353
5588,325000.0,2,340000.0,308248.6323640074,306326.0883222267
5589,280000.0,3,,251112.77415365548,242304.00356180567
5590,470000.0,1,400000.0,526560.3544081207,510171.01848346664
5591,735000.0,1,,921385.1759113776,907150.8912120141
5592,6000000.0,3,,4373815.6926092105,3182581.7866794704
5593,860000.0,5,975000.0,973794.7047263186,1001228.3701885929
5594,450000.0,1,,481516.5981584407,477591.2562860801
5595,500000.0,4,,530029.879504897,525961.0435785312
5596,240000.0,3,,268036.644632202,257142.80197133982
5597,420000.0,3,515000.0,532176.3135295613,521829.18088839186
5598,2500000.0,5,,2253786.8710226775,2179924.98571971
5599,1050000.0,5,1000000.0,972908.7798241567,997946.9726837182
5600,530000.0,4,,514251.7751858984,516633.23516775493
5601,350000.0,3,,375315.19344157045,355262.5461562873
5602,350000.0,2,380000.0,374673.45083698205,373672.0700147861
5603,690000.0,2,,562711.1359257565,540613.6943471252
5604,220000.0,5,,413268.0413525034,410413.3722207819
5605,360300.0,1,352500.0,336164.8022267011,330130.0642690835
5606,560000.0,1,,470987.3514828278,440437.3649573958
5607,350000.0,3,,395176.25249669363,387785.136858832
5608,310000.0,4,,350359.476325684,351227.93793822604
5609,527000.0,1,550000.0,450787.2362854499,448563.09366579336
5610,950000.0,4,,1024977.141489673,1011281.0234979523
5611,600000.0,3,830000.0,626565.1955453696,609640.8253027211
5612,1100000.0,2,1100000.0,970283.5994494415,965193.1083781102
5613,950000.0,3,,543872.5275832154,554152.171676534
5614,1260000.0,3,1100000.0,1250893.4927542724,1193954.803218964
5615,241000.0,2,234000.0,221261.516578661,215872.79484977847
5616,1050000.0,4,1075000.0,781994.9469541808,736397.3836536426
5617,1370000.0,4,1275000.0,1004883.3417825709,962199.1361904172
5618,570000.0,3,550000.0,531430.2320571443,532958.0536616431
5619,240000.0,2,,291962.4154236045,289457.8406590777
5620,1100000.0,3,1380000.0,1197659.0618057381,1184709.3324479219
5621,1299000.0,2,,1556094.491794177,1459763.8242512236
5622,470000.0,4,,507393.13036991627,478205.9618506263
5623,550000.0,5,,599804.7130062095,570405.008135021
5624,500000.0,4,500000.0,533079.7453556508,520795.7384130754
5625,831000.0,3,830000.0,585262.1965029145,568132.1225081113
5626,329000.0,3,340000.0,310885.3036157761,310345.5877161614
5627,360000.0,5,370000.0,451758.1427015933,441688.60206557054
5628,364350.0,4,364350.0,362535.1486777308,357846.1426088868
5629,770000.0,5,,845774.4923593033,829774.6065673534
5630,1600000.0,1,,1799941.982370921,1833235.9742923183
5631,280000.0,3,,279237.31848278147,278092.5596105472
5632,680000.0,4,,857250.2224460401,929672.0802590222
5633,585000.0,1,590000.0,587444.2610615533,574610.4489566381
5634,485000.0,3,,318845.1979484498,311389.9807991213
5635,450000.0,3,,499583.9011942496,481395.90081909334
5636,620000.0,5,,594737.9261567468,587964.5566219391
5637,410000.0,2,390000.0,401811.10665275546,399068.9844213593
5638,1200000.0,5,,709865.4992566255,626763.7626242846
5639,434000.0,5,,488887.4520784175,465151.52941450715
5640,390000.0,1,,331064.70566006505,323596.89036724006
5641,1900000.0,2,,2334823.297626993,2304479.083904952
5642,890000.0,3,,775243.5733915053,742349.0548743269
5643,370000.0,3,,455217.908288507,463107.46527806565
5644,189000.0,4,,281458.1950445211,259791.87744291415
5645,330000.0,5,370000.0,333456.97025913926,314283.6517882233
5646,400000.0,5,470000.0,630030.589239045,631786.1783800812
5647,1250000.0,5,1300000.0,1292357.5061661666,1316073.4436484491
5648,1800000.0,2,1000000.0,1339837.1233737655,1237821.9735699324
5649,900000.0,4,900000.0,942691.0550700865,916490.5795297128
5650,550000.0,1,570000.0,520725.0474257109,516602.9446686952
5651,455000.0,4,,265244.6013224419,251522.7788638428
5652,1100000.0,4,,960795.4361553108,943305.4615557224
5653,600000.0,4,,681977.870053383,644854.8075056311
5654,1000000.0,3,,1178611.8019917626,1130598.0769158404
5655,540000.0,4,,528809.2611219775,524687.4658055456
5656,480000.0,3,630000.0,504037.3723149209,496016.7205866605
5657,699000.0,4,650000.0,622741.8598569854,620588.0686484737
5658,795000.0,3,,882280.9452964779,892054.8758415815
5659,690000.0,1,705000.0,824773.175045057,827402.6434174461
5660,145000.0,1,265000.0,176386.76447173697,172051.85705760587
5661,297000.0,1,,328160.45889210905,320266.73802839365
5662,420000.0,1,680000.0,632828.2137905787,635781.3596495759
5663,380000.0,1,,396224.7293996578,395006.3003875168
5664,500000.0,1,,417403.49529951654,416819.179485658
5665,900000.0,3,,638739.2638276572,592073.5913244345
5666,750000.0,2,,761754.8787480895,719206.9640273072
5667,490000.0,1,440000.0,488060.34794633114,487454.06491874764
5668,480000.0,4,590000.0,598308.1960087178,586444.2255071569
5669,300000.0,2,,307631.40047010855,303783.76534601656
5670,360000.0,4,,342054.17061961157,321454.88610206585
5671,470000.0,3,,415176.3472316392,407699.7578949597
5672,180000.0,2,,214712.81834941418,209380.1748214155
5673,570000.0,4,,530511.2718477321,511716.9837224583
5674,445000.0,5,650000.0,583099.5893497721,572565.2797932037
5675,4000000.0,1,,2782124.2777439808,2486462.8446645425
5676,720000.0,3,,720644.6894568008,653259.3150228958
5677,590000.0,5,,873387.5385221718,844403.3804557597
5678,980000.0,3,,1112433.9242601257,1073202.7985770495
5679,249000.0,5,,168215.503611249,161585.6848560879
5680,1500000.0,4,,1856294.5981642143,2006663.0178455168
5681,550000.0,2,550000.0,546330.3414382928,546740.2389569017
5682,2500000.0,4,,1690977.181384363,1409907.0787481363
5683,310000.0,3,285000.0,423788.58465604857,407340.93837227003
5684,1139000.0,3,,1004936.4517276811,970509.8620559619
5685,400000.0,3,,394375.31391885335,370709.3151239087
5686,1050000.0,4,,967211.5843396492,887047.233563834
5687,290000.0,1,,371470.26954908477,355494.4365980985
5688,265000.0,2,,220938.09949231913,204013.02037348112
5689,420000.0,4,,570920.3549219605,530237.0915346501
5690,431124.0,3,495000.0,435744.1784449591,429647.1165562017
5691,500000.0,2,500000.0,559178.3201071025,564919.0765314203
5692,950000.0,4,,1035470.0134406895,978649.7111149211
5693,550000.0,1,570000.0,509681.3735455184,493274.50852521206
5694,1800000.0,1,,1081288.7163617013,1027863.8649175102
5695,1750000.0,2,,1462089.9688632367,1199537.1895497004
5696,1224925.0,3,1150000.0,1415682.2366443393,1377027.102354147
5697,450000.0,2,,508082.08313394594,478325.0393059223
5698,600000.0,5,635000.0,545196.290863164,542499.6526786648
5699,409100.0,2,399000.0,315367.4509395456,308295.25978828844
5700,400000.0,3,450000.0,439907.497924483,426840.74822609907
5701,320000.0,4,,291361.7936269289,295097.2449201935
5702,520000.0,2,,510923.6437721552,520366.8680750952
5703,250000.0,2,,227694.98915932403,217105.7417697838
5704,140000.0,1,180000.0,184988.8930255519,184080.5936564632
5705,570000.0,3,680000.0,759352.1014921172,725873.3962472266
5706,349000.0,2,357500.0,363657.35548774264,367288.69426197757
5707,480000.0,2,565000.0,563902.8744141088,552690.2656000725
5708,810000.0,4,790000.0,887745.5454370757,850707.9891143611
5709,450000.0,1,448500.0,390262.20568270166,381581.33405297063
5710,195000.0,5,185000.0,217138.35735332407,214014.6840076845
5711,2500000.0,5,,1693724.721326789,1479227.4558903433
5712,1700000.0,4,,1254026.7190244182,1225761.4582586584
5713,550000.0,4,,417236.5601499064,413788.0991454241
5714,430000.0,4,390000.0,413281.4911432284,423154.39488982013
5715,850000.0,5,650000.0,810421.5882290719,802005.9757289746
5716,680000.0,3,595000.0,748778.8218948558,740428.3874835774
5717,1400000.0,1,1250000.0,1388716.443087298,1406977.73373032
5718,600000.0,3,650000.0,530922.6822042183,518677.2604085519
5719,365000.0,4,,392299.04787825764,385886.98726013326
5720,1280000.0,4,,1353792.1333609992,1344967.945136759
5721,895000.0,5,890000.0,852356.8292929946,860702.4009993905
5722,1072000.0,3,750000.0,839480.9769042159,829286.2822088434
5723,600000.0,2,534500.0,536337.9877611151,521028.56370900315
5724,570000.0,2,590000.0,624014.8674288755,619661.8975365893
5725,315000.0,5,,596042.029296462,566330.5227882258
5726,800000.0,3,750000.0,1016739.8606078686,989823.4609940534
5727,380000.0,4,,420739.6128540392,425093.33423908247
5728,600000.0,2,600000.0,651688.2188739072,655790.9809947336
5729,550000.0,4,,414288.8232484638,401532.0266898908
5730,199000.0,2,,203330.57629865917,197786.94821860566
5731,280000.0,3,,301628.9682428994,294374.06817903504
5732,350000.0,5,,333499.5558045731,326006.61027260317
5733,310000.0,4,,314420.5568664154,314765.55085934064
5734,400000.0,2,390000.0,377128.29443543963,374371.46138001827
5735,1800000.0,4,,2988260.5475463984,2684863.1652269056
5736,350000.0,5,,349596.1379395603,346868.9661198578
5737,370000.0,5,,368574.1555221447,364576.9512434673
5738,430000.0,5,400000.0,431548.0347946108,425060.0286852252
5739,420000.0,4,,379939.7142154078,374127.370894017
5740,420000.0,1,415000.0,312713.4998256441,310124.0529400538
5741,200000.0,2,,240164.75345154066,232031.42911845885
5742,1100000.0,1,1100000.0,1048251.7091686819,1080741.0319959347
5743,500000.0,1,,530747.4380479833,491851.76830028713
5744,650000.0,3,,576230.7392949311,570301.1911877709
5745,412000.0,5,,333263.50631327135,326089.81112233514
5746,1150000.0,5,,701456.0229683918,688629.9529977809
5747,1350000.0,2,1250000.0,1202376.2940390578,1059313.652721307
5748,250000.0,5,,259053.19577221732,248288.3253223245
5749,490000.0,1,,506392.06803138927,494711.0025273439
5750,380000.0,5,399500.0,389092.1204290697,385471.5669907193
5751,900000.0,4,1200000.0,948779.647775598,919990.281071759
5752,365000.0,2,497000.0,353733.1311387066,347244.71644244547
5753,450000.0,1,,347430.6253682672,337648.20154540363
5754,400000.0,4,,434043.98876744846,425340.997805663
5755,2100000.0,4,2250000.0,1143935.685025332,985016.2726861609
5756,500000.0,3,510400.0,488145.35914311296,484616.7286811788
5757,392793.0,2,374895.0,373812.09728677955,374147.7729629422
5758,340000.0,1,,372073.35251574253,371094.56230541476
5759,310000.0,4,,351920.45920407225,349867.9202842526
5760,349000.0,3,350000.0,369654.8700255426,367709.6938043686
5761,441000.0,2,453600.0,406206.0772776166,383095.1227107916
5762,550000.0,1,497000.0,500940.7119488199,493413.01896025066
5763,280000.0,1,,268661.4307523146,272240.70654263865
5764,550000.0,1,522500.0,526994.1772203442,524383.3305239395
5765,340000.0,5,460000.0,407657.68688622524,405802.06294003275
5766,420000.0,2,,361226.69435309473,349906.54926057236
5767,1800000.0,1,,1674384.923362175,1686070.9472037603
5768,370000.0,5,,318870.5369765026,323457.0564824282
5769,600000.0,2,,417577.8468907515,413479.39185191237
5770,1300000.0,2,1280000.0,1261015.7657118165,1233521.5299013802
5771,660000.0,5,830500.0,629210.169855022,625736.4991238255
5772,215000.0,3,270000.0,281966.08436564595,281121.8844113483
5773,705000.0,2,749000.0,518172.13892357546,495856.7451153959
5774,750000.0,5,,870369.227696637,823717.4148313729
5775,650000.0,2,670000.0,548679.8362416058,541999.2319915139
5776,1130000.0,4,,1239147.9230865405,1121331.6140366662
5777,490370.0,5,,463660.921892989,442889.88988252764
5778,700000.0,1,,947079.0924258509,790015.0475366046
5779,900000.0,5,,976118.9541350247,845034.8312395955
5780,380000.0,3,,397486.2108403559,381949.2043196644
5781,350000.0,4,250000.0,276133.88355221984,273607.419223091
5782,310000.0,3,,300686.43702730443,286908.7497649528
5783,730000.0,2,,596640.403388635,537655.1858350091
5784,1290000.0,4,,1318381.0808996356,1261848.5427444577
5785,2000000.0,1,,1768181.943639502,1905269.319726889
5786,430000.0,2,558600.0,525500.5742761266,512154.4402369205
5787,810000.0,4,,924491.8476292983,849375.7404590748
5788,1200000.0,2,900000.0,863326.8814651152,822541.1165839836
5789,225000.0,2,,240891.52011611126,228208.79270261817
5790,170000.0,3,,233262.17295028063,221567.10236250446
5791,320000.0,1,280000.0,257733.46069069175,254481.87179029195
5792,1560000.0,3,1800000.0,1613133.5706133575,1523936.509150676
5793,400000.0,5,365000.0,393841.00424290664,388084.2641559123
5794,550000.0,1,710000.0,520104.1891878797,515214.2724353266
5795,275000.0,4,280000.0,270748.1715308963,269741.4252472801
5796,480000.0,1,,404238.01738841267,402642.63506158005
5797,415000.0,2,,513686.213419985,456905.25433917623
5798,385000.0,4,377500.0,387275.0480444885,372286.3115179752
5799,1800000.0,2,1395000.0,1057404.6432098378,996864.7104222162
5800,410000.0,5,,410922.1020981876,405429.0619889585
5801,480000.0,4,630000.0,576493.6505213038,558754.7617785481
5802,2300000.0,2,,1114633.4654688071,1086590.2017588033
5803,1190000.0,3,,1681318.341457771,1635500.1113605038
5804,770000.0,4,770000.0,498090.3335370329,474944.05584419315
5805,180000.0,4,,210844.62815812006,199299.5619032851
5806,230000.0,1,240000.0,361971.9557570612,353085.2186794248
5807,380000.0,2,420000.0,390858.8010831564,386386.2034206632
5808,490000.0,3,,391766.9025752274,385549.9313072447
5809,680000.0,3,,630277.0735644397,623591.9878185372
5810,390000.0,2,370000.0,397299.15070286725,395695.1691214792
5811,650000.0,1,445000.0,535600.5859971773,530313.6085605795
5812,300000.0,1,,281645.5818287243,270046.6251775129
5813,360000.0,2,,385096.2326795759,387413.69752402994
5814,240000.0,5,,259797.46222045372,259157.29978713446
5815,1100000.0,2,,1204923.9512179596,1054601.0051627497
5816,310000.0,3,,335006.01450541324,333176.58493510797
5817,985000.0,3,,1186502.1136773943,1149422.186085499
5818,980000.0,2,,1098503.436556363,1099358.5764760964
5819,1020000.0,3,,1132717.1090746059,1141847.250498916
5820,350000.0,5,399500.0,376110.64635556284,377646.8179774952
5821,310000.0,2,380000.0,289920.15665290353,285487.7244770046
5822,290000.0,4,300000.0,290770.853303296,276971.699099187
5823,1380000.0,4,1500000.0,1523839.7489024114,1277495.8089507574
5824,378000.0,3,,322427.6750349375,320257.92047755583
5825,1650000.0,5,,881235.882930326,763326.1221374597
5826,195000.0,2,,234750.20508967192,229644.26562824877
5827,379000.0,1,,392500.3162476274,392257.52003905684
5828,735000.0,4,,636366.4798536119,643904.8942195463
5829,309000.0,3,315000.0,332129.9377292729,329768.5890958784
5830,305000.0,2,,324723.18579135474,315472.69805113494
5831,495000.0,1,,445042.3831988562,426678.730118951
5832,526000.0,3,510400.0,478681.28849363275,479010.25362667115
5833,582000.0,1,652500.0,587779.5085612638,569975.3124733164
5834,1200000.0,2,,853861.7548189332,850333.7685376365
5835,540000.0,1,515000.0,481816.063449688,473691.4554641305
5836,400000.0,2,405000.0,391585.52407980955,389337.7894519745
5837,445000.0,3,450000.0,431704.7778809137,419448.6844336586
5838,530000.0,2,,428802.3467211593,422319.99783699174
5839,650000.0,2,,566311.2601770472,562608.6589659617
5840,400000.0,2,400000.0,319710.4301680307,301766.2135030566
5841,635000.0,3,680000.0,769300.3144564275,760033.1236323244
5842,370000.0,5,390000.0,434772.98022546864,421841.2312202681
5843,220000.0,1,,291231.00100974506,281042.943454363
5844,685000.0,1,670000.0,745822.1635995596,766141.0852699861
5845,900000.0,5,,1169727.0874655012,1146160.6375353502
5846,822000.0,3,1224000.0,1237545.4528401466,1204135.3468126298
5847,600000.0,5,650000.0,675324.057603967,665875.2231087202
5848,650000.0,4,,621257.1250434456,622297.4734365387
5849,360000.0,5,371000.0,394132.81945825636,389181.1669106888
5850,520000.0,4,,474076.551397146,460928.9462740042
5851,460000.0,3,,557058.1981179728,589649.0780480914
5852,342900.0,2,,306997.58269434475,288850.6673503134
5853,1215000.0,5,1149000.0,1250420.047901086,1216322.6038804853
5854,840000.0,3,,920590.114816679,932649.8483467014
5855,340000.0,5,,358598.4053637098,341175.87911550613
5856,650000.0,5,,678163.3829642766,668413.4338017774
5857,520000.0,1,545000.0,567083.078767292,558059.1479202339
5858,290000.0,3,,457801.47634033347,461505.7124005079
5859,570000.0,2,,622730.703949101,646321.0784312331
5860,262000.0,3,,321007.8930540971,308310.55988121993
5861,352000.0,2,380000.0,387634.04273470526,383729.6888162999
5862,315000.0,5,,321644.83933921857,313477.5501867696
5863,420000.0,2,400000.0,397370.2964349676,382735.32291029027
5864,410000.0,1,400000.0,388624.43176603573,392259.16628519766
5865,750000.0,5,1050000.0,877106.799040089,874798.266924897
5866,1180000.0,1,,1032510.9588291954,1023150.1485631271
5867,550000.0,2,,610762.8000945246,577501.4436992222
5868,330000.0,1,330000.0,360773.6200125072,358132.8073356618
5869,320000.0,1,,460549.87644541333,451558.3873534376
5870,215000.0,3,,205835.06121969369,205858.06875350297
5871,830000.0,1,830000.0,624466.1884220741,627152.3341483971
5872,607000.0,3,611500.0,581148.7446436203,565414.5389346833
5873,650000.0,1,750000.0,613372.8926728509,611054.5131648204
5874,750000.0,1,,770740.3666179493,736839.35721563
5875,890000.0,1,1000000.0,955192.2782140573,948544.6564836904
5876,740000.0,3,750000.0,851370.3128713224,809955.3066008692
5877,6190000.0,3,7100000.0,3076404.3293735716,2705742.262038361
5878,475000.0,4,380000.0,352563.16864906705,341714.6061816421
5879,520000.0,5,525000.0,473983.31595474336,466265.68736414297
5880,250000.0,1,,236024.78747557956,225251.55211034606
5881,497000.0,3,499000.0,496691.3812907361,498170.171228703
5882,1150000.0,2,1235000.0,1101490.7966191457,1099860.586639613
5883,200000.0,3,184000.0,220630.7647520086,216197.5500120288
5884,147000.0,2,340000.0,270759.0339695265,266429.1688427869
5885,325000.0,2,455000.0,415201.46819501,407414.56633469806
5886,430000.0,5,400000.0,473995.5399959059,461497.7496102507
5887,350000.0,3,310000.0,350906.92316173244,340125.1842989059
5888,2900000.0,2,,1610620.5405406503,1412719.1672920422
5889,580000.0,2,607500.0,574898.3688007743,574368.683616605
5890,370000.0,2,399000.0,315367.4509395456,308295.25978828844
5891,395000.0,3,,420420.4830579561,396020.7912994024
5892,835000.0,5,,818001.627609826,804773.8851888801
5893,787000.0,2,,691333.1158732973,702075.7994426427
5894,190000.0,2,,202904.6563398825,197492.560707074
5895,1150000.0,4,,918010.7275918855,929787.8319704293
5896,386000.0,3,386000.0,386734.0124681573,383037.9149853844
5897,220000.0,3,,213891.67803582927,205098.98790444556
5898,240000.0,4,,281958.18980324693,281884.94208031753
5899,1000000.0,2,,1373808.6434423071,1195029.4801338804
5900,518000.0,2,549000.0,537250.0532204439,522926.76754685974
5901,649427.0,2,690000.0,434135.7635489919,388679.7907220694
5902,439000.0,5,457000.0,393028.5747838495,391092.1189189122
5903,750000.0,1,,988773.2410566921,958729.0624183229
5904,390000.0,5,,397142.12206177117,397750.75139404775
5905,650000.0,1,,942906.244243386,1008515.175896188
5906,930000.0,2,900000.0,1027425.4433473943,995854.9698453891
5907,450000.0,1,,406316.67464099126,379851.5436518505
5908,450000.0,1,,463900.0035180415,461493.05646204384
